,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,"[394, 0.795962047618718, 0.795962047618718, 'alpha', 0.7517, 0.7517]","[394, 0.795962047618718, 0.795962047618718, 'beta', 1.2746, 1.2746]","[394, 0.795962047618718, 0.795962047618718, 'gamma', 0.054, 0.054]","[394, 0.795962047618718, 0.795962047618718, 'y_scale', 0.2986, 0.2986]","[394, 0.795962047618718, 0.795962047618718, 'discount_factors_0', 0.2, 0.2]","[394, 0.795962047618718, 0.795962047618718, 'discount_factors_1', 0.5946, 0.5946]","[394, 0.795962047618718, 0.795962047618718, 'discount_factors_3', 0.6196, 0.6196]","[394, 0.795962047618718, 0.795962047618718, 'discount_factors_6', 0.5916, 0.5916]","[394, 0.795962047618718, 0.795962047618718, 'discount_factors_12', 0.8968, 0.8968]","[394, 0.795962047618718, 0.795962047618718, 'discount_factors_24', 0.8961, 0.8961]","[394, 0.795962047618718, 0.795962047618718, 'unrestricted_weights_0', None, None]","[394, 0.795962047618718, 0.795962047618718, 'unrestricted_weights_1', None, None]","[394, 0.795962047618718, 0.795962047618718, 'unrestricted_weights_3', None, None]","[394, 0.795962047618718, 0.795962047618718, 'unrestricted_weights_6', None, None]","[394, 0.795962047618718, 0.795962047618718, 'unrestricted_weights_12', None, None]","[394, 0.795962047618718, 0.795962047618718, 'unrestricted_weights_24', None, None]"
